id,carat,cut,color,clarity,depth,table,x,y,z,price
5329,0.53,Ideal,E,VS2,62.2,55.0,5.17,5.21,3.23,1768
24792,0.31,Ideal,I,VS1,62.3,55.0,4.34,4.37,2.71,628
865,1.5,Good,D,SI1,64.7,58.0,7.17,7.22,4.61,12152
22964,0.72,Ideal,J,SI1,62.5,56.0,5.69,5.75,3.57,1959
16627,0.32,Premium,G,VS1,61.4,59.0,4.42,4.38,2.7,828
21109,0.56,Ideal,D,VS2,62.7,55.0,5.3,5.28,3.31,1715
22871,0.7,Good,G,SI1,62.9,61.0,5.61,5.58,3.49,2249
25097,1.07,Ideal,I,SI1,62.0,56.0,6.56,6.59,4.08,4739
16865,2.03,Very Good,J,VS2,62.9,59.0,8.01,8.05,5.05,15653
28838,0.71,Ideal,H,VS2,62.1,56.0,5.71,5.74,3.56,3173
11220,0.33,Ideal,D,VS2,61.6,56.0,4.45,4.48,2.75,781
4830,1.01,Very Good,G,SI1,63.3,56.0,6.41,6.37,4.04,5154
21275,1.01,Premium,H,SI2,62.1,60.0,6.36,6.32,3.94,3991
5344,2.07,Premium,F,SI1,60.6,58.0,8.25,8.18,4.98,18607
27701,0.53,Ideal,E,SI2,62.0,54.0,5.22,5.26,3.25,1227
15316,0.4,Ideal,D,VS1,61.9,56.0,4.74,4.77,2.94,1123
24435,0.31,Premium,G,SI1,62.1,59.0,4.34,4.36,2.7,462
12797,0.77,Very Good,D,VS2,60.3,61.0,5.9,5.96,3.57,3462
17157,1.52,Good,E,SI1,63.6,58.0,7.27,7.23,4.61,9815
15455,0.51,Ideal,D,VS2,61.0,56.0,5.14,5.17,3.15,1819
26514,1.0,Premium,J,VS1,62.8,59.0,6.39,6.34,4.0,4234
3873,1.06,Premium,F,VS2,62.3,60.0,6.47,6.51,4.04,6352
179,0.7,Very Good,F,SI1,62.8,58.0,5.64,5.67,3.55,2688
28441,1.03,Ideal,G,VS2,59.8,57.0,6.55,6.63,3.94,6159
7436,1.05,Premium,H,VS2,62.4,58.0,6.5,6.48,4.05,5648
27143,0.5,Ideal,F,SI2,61.3,55.0,5.13,5.16,3.15,1150
5958,0.7,Ideal,F,SI1,61.3,55.0,5.73,5.78,3.53,2312
14110,1.66,Ideal,G,VS1,60.9,55.0,7.67,7.69,4.68,16041
1800,0.3,Ideal,I,VS1,61.9,57.0,4.33,4.31,2.67,608
21755,0.57,Ideal,E,VS2,61.1,57.0,5.32,5.37,3.28,1749
14648,1.18,Ideal,G,SI1,62.0,56.0,6.77,6.81,4.21,6156
15082,1.01,Very Good,G,VS1,62.8,57.0,6.37,6.41,4.01,6494
6038,0.9,Very Good,E,SI1,60.3,57.0,6.18,6.24,3.73,4211
8221,0.3,Ideal,I,SI2,61.7,55.0,4.34,4.32,2.67,394
28979,0.9,Very Good,I,VS2,62.0,59.0,6.18,6.22,3.85,3879
13895,0.53,Ideal,E,VS2,61.1,55.0,5.23,5.26,3.2,1624
2801,0.31,Premium,G,VS2,60.1,58.0,4.43,4.39,2.65,698
20743,0.4,Ideal,E,VVS2,62.1,56.0,4.72,4.75,2.94,988
2922,0.33,Ideal,H,VS1,62.4,55.0,4.41,4.44,2.76,795
26653,2.06,Ideal,J,SI2,62.4,55.0,8.18,8.12,5.08,11113
12856,2.06,Premium,J,VS1,60.4,59.0,8.3,8.26,4.98,13298
25480,0.71,Premium,E,SI1,59.7,59.0,5.91,5.86,3.53,2673
19104,0.71,Ideal,D,SI2,61.0,56.0,5.76,5.79,3.52,2610
1245,0.33,Ideal,G,VS2,61.7,55.0,4.46,4.48,2.76,629
26877,0.31,Ideal,I,IF,62.6,54.0,4.35,4.37,2.73,695
4053,0.41,Ideal,E,VS1,60.3,56.0,4.82,4.86,2.92,1051
5931,0.32,Ideal,G,VS1,61.7,56.0,4.42,4.36,2.71,828
3239,0.24,Ideal,F,VVS1,62.1,54.0,3.99,4.03,2.49,552
108,0.31,Ideal,H,VS2,61.4,56.0,4.34,4.38,2.68,477
22597,0.42,Ideal,D,SI1,61.4,57.0,4.78,4.81,2.94,990
16150,0.23,Very Good,E,VVS2,62.3,58.0,3.89,3.93,2.44,498
21735,1.01,Very Good,D,SI1,63.7,58.0,6.33,6.3,4.02,4778
14728,0.23,Very Good,F,VS1,62.8,58.0,3.89,3.92,2.44,483
18158,0.32,Premium,G,VS2,61.3,59.0,4.39,4.45,2.71,561
20791,0.37,Very Good,E,VS2,61.4,63.0,4.6,4.55,2.81,703
11319,1.2,Ideal,G,VS1,62.3,56.0,6.76,6.71,4.2,7680
26005,0.7,Very Good,I,VS1,61.1,58.0,5.7,5.75,3.5,2551
3534,0.71,Very Good,E,SI2,62.3,59.0,5.67,5.73,3.55,2100
4394,1.21,Very Good,D,SI2,63.2,56.0,6.74,6.73,4.25,6373
11330,1.94,Premium,H,VS1,60.2,60.0,8.04,7.98,4.86,17096
14966,0.7,Premium,F,VS2,58.2,60.0,5.85,5.8,3.38,2374
27715,0.81,Very Good,F,SI1,63.2,57.0,5.91,5.88,3.72,2644
17565,0.53,Ideal,G,VS1,61.4,56.0,5.18,5.2,3.19,1691
3567,0.25,Ideal,F,VS1,61.3,56.0,4.11,4.13,2.52,503
29744,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.36,2.7,626
7433,0.51,Ideal,H,VS1,61.7,56.0,5.12,5.16,3.17,1404
19898,0.51,Ideal,H,VS1,61.2,56.0,5.17,5.2,3.17,1624
21728,0.7,Good,G,VS2,63.8,60.0,5.61,5.52,3.55,2333
11317,0.72,Very Good,E,SI1,60.7,56.0,5.82,5.85,3.54,2709
5494,0.4,Premium,E,VS1,60.0,58.0,4.83,4.77,2.87,1035
27413,1.51,Premium,I,VS1,61.7,58.0,7.32,7.35,4.52,10411
17357,1.13,Very Good,I,VS1,63.2,56.0,6.65,6.62,4.18,5544
4299,2.01,Ideal,I,SI1,62.7,57.0,7.93,8.03,5.0,16130
20461,0.57,Ideal,G,VVS2,61.1,56.0,5.38,5.4,3.29,1876
5872,1.07,Ideal,F,SI1,62.0,54.0,6.58,6.62,4.09,5617
4838,0.7,Premium,G,SI2,60.3,58.0,5.79,5.86,3.49,2274
7598,0.24,Very Good,E,VVS2,60.0,59.0,4.03,4.06,2.44,599
1789,1.0,Premium,F,SI1,62.1,59.0,6.34,6.3,3.92,4742
24073,0.32,Ideal,H,VVS1,62.0,55.0,4.39,4.41,2.73,730
13739,0.34,Ideal,D,SI1,61.5,55.0,4.52,4.49,2.77,876
13662,0.7,Fair,D,SI2,64.7,58.0,5.57,5.53,3.58,1895
7195,1.06,Very Good,G,VS1,62.0,58.0,6.53,6.58,4.07,6825
19947,0.71,Very Good,E,VS2,62.1,57.0,5.7,5.74,3.55,2952
14746,0.7,Ideal,F,SI1,61.1,55.0,5.75,5.77,3.52,2410
7464,1.04,Ideal,G,SI2,62.9,57.0,6.47,6.43,4.05,5342
19209,0.71,Very Good,F,SI1,60.0,59.0,5.75,5.86,3.48,2275
9230,1.07,Ideal,F,VVS2,60.8,56.0,6.6,6.65,4.03,10339
25694,2.3,Ideal,G,SI2,61.2,61.0,8.5,8.54,5.21,18374
6330,1.17,Premium,H,SI1,61.2,57.0,6.79,6.74,4.14,5410
10,1.01,Very Good,G,VS2,63.1,57.0,6.4,6.34,4.03,5914
10839,1.22,Ideal,H,VS1,62.9,57.0,6.82,6.74,4.26,7887
5868,1.06,Ideal,G,SI2,61.2,57.0,6.53,6.56,4.01,4990
8855,0.31,Ideal,F,SI2,61.2,56.0,4.35,4.38,2.67,396
17810,2.03,Ideal,I,SI1,62.7,57.0,8.06,8.02,5.04,13949
27064,0.4,Premium,H,SI1,60.1,58.0,4.76,4.72,2.85,810
11457,0.5,Ideal,E,VS2,61.1,58.0,5.09,5.14,3.13,1559
26703,0.32,Ideal,F,VS2,62.5,55.0,4.42,4.38,2.75,828
17164,0.53,Premium,D,SI1,61.6,55.0,5.2,5.23,3.21,1806
22565,1.01,Good,D,SI1,63.8,56.0,6.27,6.36,4.04,6274
24140,0.4,Good,D,SI2,63.6,56.0,4.73,4.69,2.99,882
15462,1.01,Ideal,G,VVS2,61.5,56.0,6.45,6.49,3.98,7862
10585,0.24,Ideal,G,VVS1,61.7,57.0,4.0,4.05,2.48,559
19168,1.51,Very Good,H,VS2,63.1,58.0,7.2,7.25,4.55,11068
21149,0.3,Ideal,I,VS1,62.1,56.0,4.27,4.3,2.66,491
8515,0.73,Ideal,I,VS2,61.2,54.0,5.81,5.83,3.56,2321
1344,0.41,Ideal,I,VVS2,61.6,57.0,4.81,4.77,2.94,1046
372,0.4,Premium,G,VVS2,61.3,59.0,4.76,4.73,2.91,1050
15806,1.2,Premium,F,VS2,61.6,58.0,6.85,6.8,4.21,8711
909,1.02,Premium,I,SI2,62.3,59.0,6.43,6.38,4.0,3786
14915,0.5,Ideal,E,VS1,61.9,57.0,5.11,5.15,3.18,1678
20946,0.7,Ideal,E,VS1,61.1,56.0,5.74,5.71,3.5,3429
16880,0.35,Ideal,G,VS1,60.5,57.0,4.58,4.61,2.79,906
23757,1.27,Ideal,E,SI1,62.6,57.0,6.86,6.89,4.3,6541
22314,0.33,Premium,G,VS1,61.3,58.0,4.42,4.45,2.72,666
17690,0.4,Ideal,H,VVS1,61.4,57.0,4.7,4.73,2.9,892
16210,0.4,Ideal,E,VVS2,62.4,56.0,4.72,4.69,2.94,988
11662,0.7,Very Good,E,SI2,59.4,63.0,5.77,5.82,3.44,2578
29489,0.53,Ideal,E,VS2,61.7,56.0,5.17,5.21,3.2,1676
11415,1.0,Premium,E,VVS2,60.8,58.0,6.46,6.51,3.94,10162
1244,0.7,Ideal,F,VS1,61.7,57.0,5.68,5.71,3.52,2724
1195,0.6,Ideal,F,SI1,61.9,56.0,5.37,5.4,3.34,2167
2990,2.1,Very Good,G,VS1,58.6,61.0,8.45,8.51,5.01,17294
17807,1.54,Ideal,G,VS2,61.3,58.0,7.4,7.43,4.55,13400
15704,0.72,Ideal,H,SI1,62.1,56.0,5.74,5.78,3.57,2351
20402,1.12,Premium,G,VVS2,60.6,60.0,6.76,6.66,4.08,7950
256,1.56,Premium,J,VS2,59.7,59.0,7.59,7.53,4.51,7848
16365,1.0,Premium,E,SI2,61.5,61.0,6.37,6.33,3.92,4497
8205,0.35,Ideal,F,VS2,61.4,56.0,4.51,4.57,2.79,706
28437,1.5,Good,H,VS2,64.1,57.0,7.19,7.25,4.62,10483
14769,0.31,Ideal,G,IF,62.5,54.0,4.34,4.37,2.73,815
20387,1.27,Very Good,I,VS2,62.9,57.0,6.88,6.85,4.32,5476
26867,1.5,Ideal,J,VS2,61.4,57.0,7.44,7.39,4.54,8170
28165,0.72,Ideal,D,SI2,61.1,56.0,5.77,5.79,3.53,2662
27500,0.5,Premium,E,SI1,61.5,59.0,5.12,5.09,3.14,1372
17616,0.41,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1076
21317,1.0,Good,F,VS2,60.3,65.0,6.5,6.47,3.9,6183
4784,1.2,Ideal,E,SI1,62.6,56.0,6.8,6.77,4.24,6534
13663,1.02,Very Good,G,SI2,62.7,57.0,6.35,6.38,3.99,4498
7522,0.32,Ideal,D,VS2,61.8,56.0,4.35,4.39,2.7,830
9304,1.16,Premium,F,VS1,61.4,59.0,6.79,6.75,4.16,9032
15870,0.72,Ideal,F,SI2,61.7,56.0,5.73,5.78,3.55,2455
19560,0.32,Premium,G,VS2,62.9,59.0,4.37,4.34,2.74,720
23428,0.32,Ideal,G,VVS2,61.7,55.0,4.4,4.43,2.72,814
5912,0.73,Very Good,J,SI1,62.3,58.0,5.71,5.78,3.58,1902
27147,0.32,Premium,I,VVS1,62.9,58.0,4.39,4.35,2.75,756
13886,0.53,Ideal,F,SI2,61.9,55.0,5.21,5.23,3.23,1180
20986,1.51,Good,I,SI1,63.6,60.0,7.25,7.19,4.61,6976
21221,0.31,Ideal,I,VVS2,62.4,55.0,4.32,4.36,2.71,515
19966,1.56,Ideal,I,SI2,62.6,56.0,7.38,7.42,4.63,7326
16330,0.7,Premium,E,VS2,62.6,58.0,5.61,5.67,3.53,2652
20697,0.91,Fair,H,SI1,64.9,57.0,6.04,6.08,3.94,3478
25965,0.3,Ideal,F,IF,62.3,55.0,4.31,4.33,2.69,886
1379,1.16,Premium,H,SI1,61.1,59.0,6.76,6.71,4.12,4755
7689,1.2,Premium,H,SI1,61.4,61.0,6.87,6.82,4.19,6689
3688,0.32,Very Good,H,SI1,62.8,57.0,4.32,4.34,2.72,449
20140,1.09,Premium,H,SI1,62.0,58.0,6.59,6.61,4.1,4355
28609,0.82,Premium,J,SI2,61.2,60.0,6.04,6.01,3.69,1901
15659,0.9,Very Good,D,SI2,62.8,58.0,6.11,6.08,3.83,3847
3790,1.04,Premium,E,VVS2,61.4,56.0,6.54,6.5,4.0,9494
8812,1.11,Ideal,G,VVS2,61.7,56.0,6.64,6.69,4.11,9450
16182,0.55,Ideal,G,VS1,61.1,55.0,5.27,5.29,3.22,1698
652,0.57,Very Good,J,SI2,60.3,59.0,5.33,5.42,3.24,1121
28989,1.51,Ideal,H,SI1,62.6,57.0,7.29,7.33,4.57,10512
11665,0.51,Very Good,E,SI2,62.8,56.0,5.05,5.03,3.16,1068
19676,0.32,Ideal,D,VS2,61.2,56.0,4.38,4.4,2.69,758
5328,1.02,Premium,G,SI1,61.6,58.0,6.5,6.42,3.98,4704
7219,1.0,Ideal,I,VS2,61.5,57.0,6.41,6.44,3.95,5451
26666,0.38,Premium,F,SI1,60.2,58.0,4.73,4.7,2.85,898
11162,0.39,Ideal,E,VS1,61.2,55.0,4.7,4.73,2.89,998
12,1.01,Good,D,SI1,63.1,56.0,6.41,6.35,4.03,5703
6152,0.31,Ideal,E,VVS2,61.6,54.0,4.37,4.4,2.7,864
11663,0.23,Very Good,E,VVS2,60.0,60.0,4.0,4.04,2.41,680
2810,1.02,Premium,G,VVS1,62.5,58.0,6.4,6.36,3.99,7982
2689,0.34,Very Good,H,VS2,61.0,60.0,4.5,4.52,2.74,537
11161,0.51,Ideal,H,SI1,63.3,53.0,5.12,5.06,3.22,1138
13478,0.3,Ideal,D,VS2,62.0,55.0,4.21,4.26,2.61,710
22280,0.67,Ideal,F,VS2,60.2,59.0,5.69,5.62,3.42,2512
12616,0.72,Ideal,E,SI1,62.0,57.0,5.71,5.73,3.55,2650
9858,0.77,Ideal,I,VVS2,61.7,55.0,5.95,5.91,3.67,2874
23787,0.61,Ideal,F,VS1,62.3,56.0,5.44,5.48,3.4,2131
12363,0.5,Ideal,E,SI1,62.0,54.0,5.11,5.14,3.18,1316
28951,2.09,Ideal,D,SI2,62.0,56.0,8.2,8.15,5.06,18028
19300,1.08,Ideal,G,SI2,62.5,56.0,6.51,6.54,4.08,4781
23271,1.52,Very Good,G,SI1,62.1,57.0,7.3,7.34,4.55,9996
1506,0.4,Very Good,E,VS1,63.1,54.0,4.73,4.7,2.98,1053
4366,0.31,Very Good,D,VVS1,62.7,55.0,4.38,4.4,2.75,1072
10588,0.51,Fair,F,VS2,64.4,58.0,5.11,5.0,3.2,1406
14392,1.53,Premium,I,SI2,59.8,60.0,7.47,7.44,4.47,7840
2130,1.04,Ideal,F,VVS2,62.2,56.0,6.45,6.53,4.04,8716
1648,0.65,Premium,G,VS1,60.6,60.0,5.61,5.58,3.39,1884
15928,1.06,Very Good,E,SI2,62.5,56.0,6.52,6.56,4.08,4836
17114,1.2,Ideal,G,VS1,61.7,56.0,6.86,6.81,4.21,9215
6766,0.42,Premium,G,VS2,62.0,59.0,4.76,4.8,2.97,921
23074,0.71,Ideal,H,SI1,62.1,55.0,5.69,5.73,3.55,2279
4144,0.36,Ideal,D,VS2,62.2,56.0,4.6,4.57,2.86,829
8201,0.53,Ideal,G,SI1,60.8,56.0,5.21,5.23,3.18,1286
28480,0.52,Ideal,F,VVS2,61.7,54.0,5.15,5.19,3.19,1896
14830,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.42,2.71,702
9937,0.3,Premium,F,VS2,63.0,59.0,4.28,4.25,2.7,776
13603,0.32,Ideal,G,VS1,62.1,54.0,4.37,4.41,2.72,645
28243,0.25,Very Good,D,VS1,61.1,58.0,4.04,4.07,2.48,393
12597,0.7,Very Good,E,VS1,63.4,60.0,5.6,5.63,3.56,2695
19093,0.25,Ideal,G,VVS1,61.9,56.0,4.06,4.08,2.53,532
23224,0.31,Ideal,G,VS1,62.2,56.0,4.33,4.35,2.7,625
14963,0.51,Ideal,F,VS1,60.8,56.0,5.21,5.23,3.18,1834
28055,0.53,Ideal,D,VVS2,61.1,56.0,5.23,5.19,3.19,2145
28176,2.03,Ideal,H,SI1,59.6,57.0,8.21,8.28,4.92,16800
1543,0.38,Ideal,D,VVS2,62.4,54.0,4.68,4.64,2.9,997
12120,1.26,Ideal,H,VS2,60.0,57.0,7.01,7.05,4.24,8040
19510,0.3,Premium,F,VS1,62.5,58.0,4.3,4.33,2.7,570
17540,0.3,Premium,D,VS2,62.4,58.0,4.26,4.3,2.67,710
24361,2.0,Good,H,SI2,63.7,54.0,8.03,7.95,5.05,13560
27661,1.04,Ideal,H,SI1,62.2,56.0,6.51,6.47,4.04,4877
14408,0.41,Premium,D,VVS2,58.5,62.0,4.84,4.87,2.88,1163
14893,0.3,Ideal,G,VVS1,61.9,56.0,4.34,4.36,2.69,764
32,0.7,Ideal,I,VS1,62.8,54.0,5.66,5.68,3.56,2390
7187,1.02,Good,E,SI1,59.0,62.0,6.47,6.55,3.84,5151
27305,1.2,Ideal,G,VS2,62.7,57.0,6.75,6.79,4.25,8040
24593,0.9,Good,F,SI2,58.6,61.0,6.33,6.37,3.7,3376
26339,0.32,Premium,H,VS1,62.2,60.0,4.37,4.4,2.73,561
12213,1.03,Very Good,G,SI2,62.5,58.0,6.34,6.44,4.0,4162
29770,0.4,Very Good,G,SI1,62.9,56.0,4.69,4.72,2.96,782
17994,0.57,Premium,H,SI1,60.3,56.0,5.39,5.32,3.23,1185
17323,0.53,Premium,F,VVS2,60.9,59.0,5.29,5.24,3.2,2116
22833,0.33,Premium,E,SI1,61.9,59.0,4.41,4.43,2.73,579
17325,1.5,Ideal,J,VS1,61.1,55.0,7.34,7.32,4.48,8752
8749,2.06,Premium,H,SI1,61.7,59.0,8.21,8.1,5.05,17476
745,1.2,Ideal,G,SI1,62.0,56.0,6.76,6.84,4.22,6741
4083,0.31,Ideal,D,VS2,61.4,56.0,4.34,4.37,2.68,504
2877,1.62,Ideal,G,SI1,62.9,57.0,7.53,7.49,4.72,12800
22848,0.5,Ideal,G,VS2,61.4,56.0,5.13,5.16,3.16,1577
9933,0.3,Ideal,G,VS2,62.2,55.0,4.36,4.33,2.7,675
24481,2.01,Premium,I,VS2,60.9,60.0,8.07,7.99,4.92,14623
2651,0.28,Very Good,D,VS1,63.4,55.0,4.17,4.21,2.64,504
26249,0.79,Ideal,E,SI1,62.6,57.0,5.9,5.86,3.68,2917
28132,0.35,Premium,G,VS1,60.7,60.0,4.62,4.58,2.79,799
18205,0.32,Ideal,D,VVS2,62.4,53.0,4.41,4.4,2.75,787
28031,1.01,Good,F,SI1,63.6,55.0,6.38,6.34,4.04,5190
27160,1.1,Ideal,G,VS1,61.5,57.0,6.63,6.66,4.1,7900
7146,0.39,Ideal,G,VS1,61.7,56.4,4.68,4.7,2.9,753
957,0.3,Ideal,H,SI1,61.8,55.0,4.33,4.36,2.68,491
2110,1.5,Premium,G,VS2,61.7,58.0,7.35,7.3,4.52,11189
20209,0.71,Ideal,G,VS2,62.1,56.0,5.75,5.7,3.55,2515
5108,0.75,Good,F,SI2,63.7,60.0,5.77,5.68,3.66,2409
24338,1.04,Ideal,D,SI1,61.4,57.0,6.51,6.55,4.01,5666
7631,0.71,Premium,D,SI2,60.4,60.0,5.79,5.81,3.5,2795
29425,0.43,Premium,F,VS1,61.8,58.0,4.89,4.85,3.0,1129
29118,1.51,Premium,I,VS1,62.3,58.0,7.36,7.33,4.58,9262
28934,0.38,Ideal,F,VVS1,61.5,57.0,4.63,4.67,2.86,1096
25778,1.01,Very Good,I,SI1,63.1,58.0,6.37,6.41,4.03,4229
19752,1.51,Premium,E,VS2,60.4,60.0,7.45,7.49,4.5,14749
13535,0.31,Ideal,E,VS2,59.3,55.0,4.5,4.61,2.67,872
10960,0.72,Very Good,F,VS2,63.7,56.0,5.68,5.71,3.63,2726
22221,0.32,Ideal,D,VS2,60.8,56.0,4.42,4.39,2.68,972
8847,0.51,Good,G,SI1,64.3,55.0,5.02,5.09,3.24,1308
12911,1.0,Very Good,F,SI2,63.5,57.0,6.3,6.36,4.02,4036
27226,1.12,Ideal,F,VS2,61.5,55.0,6.7,6.79,4.14,9138
25113,0.32,Ideal,G,VVS2,61.8,56.0,4.39,4.41,2.72,737
22086,0.41,Premium,D,VS2,60.6,58.0,4.77,4.81,2.9,938
20158,0.3,Premium,G,VS1,61.9,59.0,4.31,4.34,2.68,776
17853,2.0,Very Good,D,SI2,63.8,57.0,7.86,7.79,5.02,11968
10391,0.31,Ideal,G,VVS1,60.4,62.0,4.36,4.39,2.64,718
19344,0.31,Ideal,G,IF,62.0,55.0,4.34,4.39,2.7,891
4640,1.03,Ideal,H,SI1,60.3,56.0,6.56,6.6,3.97,4980
2399,0.7,Very Good,H,VVS1,61.2,57.0,5.74,5.68,3.49,3381
7310,1.01,Premium,G,VS2,61.2,59.0,6.45,6.39,3.93,6706
17276,1.02,Very Good,G,VS2,61.0,59.0,6.51,6.53,3.98,6906
26425,0.3,Premium,G,VVS1,61.4,56.0,4.33,4.3,2.65,1013
12000,1.04,Very Good,H,SI1,62.7,58.0,6.42,6.49,4.04,5154
14024,0.9,Good,I,VS2,62.9,59.0,6.08,6.11,3.84,3180
26695,0.9,Fair,D,VS2,65.7,54.0,5.99,5.96,3.94,4107
9597,1.22,Very Good,I,VS1,61.9,58.0,6.82,6.84,4.23,7151
24943,0.3,Ideal,E,VVS2,62.3,56.0,4.31,4.28,2.67,1013
2625,0.7,Ideal,H,SI1,59.5,58.0,5.78,5.81,3.46,2190
23492,1.36,Premium,H,VS1,60.1,56.0,7.27,7.22,4.38,8953
11340,0.36,Ideal,D,SI2,61.9,56.0,4.55,4.52,2.81,631
19532,0.38,Ideal,D,VS2,61.6,57.0,4.72,4.68,2.9,1040
3346,0.72,Premium,E,SI1,59.9,59.0,5.85,5.81,3.48,2831
19257,0.78,Very Good,I,VS2,62.6,58.0,5.86,5.91,3.69,2551
15835,0.8,Premium,E,SI1,62.3,58.0,5.92,5.97,3.71,3250
27184,1.04,Premium,G,VS1,61.1,58.0,6.59,6.55,4.01,7292
8297,1.26,Ideal,J,SI1,61.5,54.2,6.96,6.99,4.28,5006
8959,1.24,Premium,H,SI1,62.8,58.0,6.84,6.8,4.28,5646
16460,0.41,Ideal,D,VS1,62.1,55.0,4.76,4.78,2.96,1019
23287,0.4,Ideal,G,VS1,62.7,54.0,4.68,4.73,2.95,868
6651,0.7,Premium,G,VS2,60.0,59.0,5.8,5.76,3.47,2657
4947,1.0,Very Good,G,VVS2,63.5,59.0,6.34,6.29,4.02,6732
21979,0.56,Very Good,E,SI1,62.8,56.0,5.24,5.31,3.31,1608
10452,0.51,Very Good,G,VS2,61.9,59.0,5.06,5.1,3.14,1376
16218,1.2,Premium,H,SI1,61.7,58.0,6.76,6.79,4.18,5597
9967,0.71,Very Good,G,VS2,62.8,58.0,5.7,5.74,3.59,2511
19764,0.57,Ideal,E,VS1,61.9,56.0,5.32,5.35,3.3,2058
22866,0.9,Premium,G,VS1,59.6,60.0,6.31,6.28,3.75,4540
93,1.0,Very Good,E,SI1,61.0,58.0,6.44,6.49,3.93,5973
17253,0.31,Ideal,G,IF,61.8,56.0,4.38,4.4,2.71,988
29941,0.31,Very Good,D,SI1,62.6,57.0,4.29,4.31,2.69,544
7171,0.33,Ideal,E,VVS2,61.7,57.0,4.44,4.42,2.73,1102
6791,1.53,Premium,H,VS1,59.7,61.0,7.49,7.42,4.46,11455
9139,1.09,Good,E,SI2,63.2,58.0,6.47,6.51,4.11,4630
29985,0.71,Ideal,E,VS1,61.3,56.0,5.68,5.77,3.51,3690
18722,1.54,Ideal,G,VS2,61.9,58.0,7.4,7.34,4.56,13027
20397,0.54,Very Good,H,SI2,60.9,57.0,5.28,5.25,3.21,1194
24804,1.21,Premium,H,SI1,62.8,58.0,6.74,6.76,4.24,5842
7844,0.53,Ideal,H,SI1,62.8,56.0,5.14,5.18,3.24,1270
16331,0.53,Premium,I,VVS1,60.0,59.0,5.24,5.26,3.15,1715
27764,1.01,Very Good,I,SI1,63.5,56.0,6.37,6.39,4.06,4652
1885,0.32,Ideal,G,IF,62.5,55.0,4.41,4.43,2.76,918
26310,0.71,Premium,I,SI1,61.1,58.0,5.75,5.72,3.51,2016
22453,1.21,Ideal,H,SI2,61.1,56.0,6.94,6.9,4.23,5078
12786,0.3,Ideal,F,VS1,61.7,57.0,4.3,4.32,2.66,658
5773,0.55,Ideal,E,SI1,60.7,55.0,5.27,5.3,3.21,1551
19673,1.38,Ideal,J,SI1,61.6,57.0,7.14,7.17,4.41,4940
8190,1.2,Ideal,G,SI2,62.6,54.0,6.8,6.76,4.25,6040
23718,0.4,Very Good,D,VS2,63.6,56.0,4.67,4.71,2.99,1226
2,0.7,Ideal,G,VS1,61.2,57.0,5.69,5.73,3.5,2772
16091,0.52,Very Good,G,VVS2,61.8,56.0,5.16,5.19,3.2,1794
2759,0.9,Premium,G,SI2,62.0,61.0,6.11,6.14,3.8,3584
21756,0.3,Ideal,D,VS2,60.2,57.0,4.37,4.34,2.61,710
23135,0.53,Premium,E,VS2,61.7,58.0,5.19,5.23,3.21,1662
12222,0.32,Ideal,E,VS1,61.7,54.0,4.41,4.43,2.73,1002
9425,0.7,Good,D,SI2,63.7,58.0,5.51,5.56,3.56,2247
27668,1.06,Ideal,F,VVS1,61.5,57.0,6.55,6.58,4.03,9850
7849,0.42,Premium,D,VS2,62.3,58.0,4.79,4.77,2.98,1031
3175,1.03,Ideal,G,SI2,62.0,54.0,6.5,6.54,4.04,4181
26494,2.01,Premium,I,SI2,62.0,60.0,8.08,8.03,5.0,11979
15669,1.06,Ideal,I,VS1,60.5,57.0,6.6,6.55,3.98,4864
16304,0.75,Ideal,I,VS2,62.1,56.0,5.81,5.84,3.62,2265
2465,0.23,Very Good,E,VVS2,61.4,60.0,3.93,3.98,2.42,505
25078,1.0,Premium,E,SI2,58.4,59.0,6.57,6.53,3.82,4435
14274,0.9,Good,E,SI2,63.6,56.0,6.13,6.1,3.89,3520
30064,1.2,Premium,H,VS2,62.5,59.0,6.68,6.73,4.19,5958
15612,1.7,Ideal,G,VS2,62.4,55.0,7.59,7.62,4.75,17265
25460,0.51,Ideal,I,VVS2,61.9,56.0,5.13,5.18,3.19,1316
2511,1.52,Premium,I,SI2,60.9,59.0,7.43,7.36,4.51,7817
15248,1.2,Ideal,G,VS1,59.9,57.0,6.95,6.91,4.15,7679
24101,0.31,Premium,G,VS2,60.6,58.0,4.34,4.37,2.64,544
26983,1.07,Ideal,G,VS2,61.5,56.0,6.57,6.6,4.05,6552
3621,1.21,Very Good,E,VVS1,59.9,58.0,6.91,6.98,4.14,13929
2317,0.32,Premium,G,VS1,62.4,58.0,4.35,4.38,2.73,616
7086,0.56,Ideal,G,VS1,59.8,57.0,5.37,5.39,3.21,1740
18569,0.51,Ideal,D,VS2,62.0,56.0,5.09,5.12,3.17,1783
4477,0.73,Ideal,E,VS2,60.1,57.0,5.85,5.91,3.53,3451
10082,0.71,Ideal,G,VS2,61.2,56.0,5.75,5.79,3.53,3247
1155,0.51,Ideal,E,SI1,61.6,56.0,5.14,5.17,3.17,1547
2486,0.9,Premium,G,SI2,62.8,59.0,6.08,6.13,3.84,3591
